,title,description,release_year,runtime,genres,production_countries,imdb_score
1029,Amy Tan: Unintended Memoir,ami tan establish one america respect literari voic born chines immigr parent would decad author joy luck club would fulli understand inherit trauma root legaci women surviv chines tradit concubinag,2021,101,['documentation'],['US'],7.7
1030,Tughlaq Durbar,bud politician devious plan rise rank sudden develop alter ego interfer everi crook move,2021,145,"['drama', 'thriller', 'comedy']",['IN'],5.4
1031,Untold: Caitlyn Jenner,caitlyn jenner unlik path olymp glori inspir challeng road embrac true self prove even meaning,2021,69,"['documentation', 'sport']",['US'],6.4
1032,Kadaseela Biriyani,studious teen want simpl life con violent older brother join grandios plan aveng murder father,2021,115,"['drama', 'crime', 'comedy']",['IN'],7.5
1033,Meenakshi Sundareshwar,forc live apart due uniqu job prospect two newlyw face hassl hiccup — hilar — aris longdist marriag,2021,141,"['romance', 'comedy']",['IN'],7.1
1034,Forever Rich,rise rap superstar spiral humili video goe viral push battl redempt — cours one long night,2021,90,"['crime', 'comedy', 'drama', 'music', 'thriller']",['NL'],5.5
1035,We Couldn't Become Adults,prod friend request feckless fortysometh recal past relationship  onward look vanish hope dream,2021,124,"['drama', 'romance']",['JP'],6.4
1036,Laabam,presid farmer associ want set communiti farm initi take big shot want destroy plan start biodiesel project land,2021,144,"['drama', 'action']",['IN'],3.4
1037,Carlos Ballarta: False Prophet,mexican comic carlo ballarta back time hes use sharp black humor challeng cultur religi view latin america,2021,63,['comedy'],['MX'],6.7
1038,Surviving Paradise: A Family Tale,kalahari desert face worsen dri season pride pack herd kind must reli power famili surviv,2022,78,['documentation'],"['GB', 'US']",7.5
1039,Escape the Undertaker,undertak set trap decor tag team new day mansion dont know undertak mansion extrem haunt hous pack brim supernatur challeng viewer decid fate poor soul tri surviv wrath undertak,2021,31,"['thriller', 'family', 'horror', 'comedy']",['US'],4.2
1040,Ghost Lab,wit haunt hospit two doctor becom danger obsess obtain scientif proof ghost exist,2021,117,"['thriller', 'drama', 'horror', 'scifi']",['TH'],5.1
1041,Maha Samudram,two men vizag steadfast friend sinc year happen one forc citi take respons mistak,2021,152,['drama'],['IN'],
1042,Hikaru Utada - Live Sessions From Air Studios,studio concert record air studio legendari record studio london concept perform song first time hikaru utada brandnew album bad mode releas januari  perform major song album day releas first hikaru utada  perform utada gather group renown musician led bassist jodi millin band master tour  session record mix sound engin steve fitzmauric also work new album,2022,60,['music'],[],
1043,The Humans & the Mongoose,stori follow poor govern employe land lot troubl father profess fall girl tri help solv problem,2021,120,"['comedy', 'fantasy', 'horror']",['EG'],5.4
1044,Zero to Hero,film base stori wa wai medalwin paralymp athlet teach audienc even peopl “lose start line” achiev victori long persist,2021,103,"['drama', 'sport']",['HK'],6.7
1045,The Witcher Season One Recap: From the Beginning,yennef magic origin geralt first meet ciri event contin unfold chronolog order season  rundown,2021,15,[],[],
1046,Puff: Wonders of the Reef,babi pufferfish travel wondrous microworld full fantast creatur search home great barrier reef,2021,59,"['documentation', 'family']","['AU', 'US']",7.1
1047,You vs. Wild: Out Cold,follow bear gryll plane crash ice ravag mountain find amnesia tri save pilot harsh winter element,2021,25,['action'],['US'],5.4
1048,Lethal Love,handsom man manipul mother daughter fall love daughter must expos scheme mother becom next victim,2021,87,['thriller'],[],4.4
1049,Lords of Scam,documentari trace rise crash scammer con eu carbon quota system pocket million turn one anoth,2021,105,"['documentation', 'crime']",['FR'],6.3
1050,Shadow and Bone - The Afterparty,star netflix shadow bone discuss show epic combat scene answer fan question play armi vs crow trivia game,2021,32,[],"['HU', 'CA']",
1051,Love Like the Falling Petals,haruto asakura fall love hairdress misaki ariak ask watch misaki ariak work hard achiev want haruto asakura almost gave dream becom photograph begin pursu dream misaki ariak diagnos diseas age  faster normal,2022,128,"['drama', 'romance']",['JP'],6.3
1052,Aelay,embitt son return nativ villag perform final rite dead father,2021,153,['comedy'],['IN'],
1053,A World Without,found power coupl ali sofia khan light train center claim selfbetter organ focus help youth take charg life brighter futur three best friend join organ soon realiz dark shadow lurk behind light must find way escap,2021,106,"['thriller', 'drama', 'scifi']",['ID'],3.8
1054,The Guardian,shock suicid young pop star backup singer find live parallel life success earn aid occult forc,2021,127,"['drama', 'horror', 'music', 'thriller', 'crime']",['VN'],5.7
1055,Love Me Instead,one day sedat work prison guard konya given duti take one prison musa hometown musa intend return find daughter kill,2021,124,['drama'],['TR'],7.0
1056,The Upshaws - The Afterparty,comed dream team upshaw discuss hit seri share anecdot upbring play littl swagcentr game,2021,32,[],['US'],
1057,The Land,contemporari poland peopl differ social class face appar common situat end make mad,2021,103,"['comedy', 'drama', 'crime']",['PL'],6.1
1058,One Lagos Night,desper man attempt burglar home wealthi woman find facetofac crew arm robber idea,2021,103,"['crime', 'comedy']",['NG'],6.6
1059,Cat Burglar,edgi overthetop interact trivia toon answer correct help rowdi cat evad peanut secur pup steal prize paint,2022,12,"['animation', 'comedy']","['IE', 'GB']",6.9
1060,Sharkdog’s Fintastic Halloween,sharkpack get readi halloween spooki legend fearsom fog — sharkdog must save trickortr slimi sea monster,2021,24,"['animation', 'fantasy', 'family', 'comedy']",[],6.5
1061,David and the Elves,christma draw near it happi time david move big citi parent bog work forgotten mean christma david decid chang togeth albert elf escap land santa figur christma david set tatra mountain grandpar live journey full adventur,2021,106,"['fantasy', 'comedy', 'family']",['PL'],5.2
1062,Ankahi Kahaniya,big citi life buzz around lone soul discov surpris sourc connect companionship three tale love loss long,2021,110,"['drama', 'romance']",['IN'],5.5
1063,11M,survivor insid recount march   terrorist attack madrid includ polit crisi ignit hunt perpetr,2022,92,['documentation'],['ES'],7.0
1064,Bartkowiak,brother die car crash disgrac mma fighter take famili nightclub — soon learn sibl death wasn't accid,2021,91,"['action', 'thriller', 'crime', 'sport']",['PL'],5.1
1065,The House of Flowers: The Movie,de la mora sibl concoct mischiev plan break old famili home retriev hidden treasur signific import,2021,86,"['drama', 'comedy']",['MX'],5.5
1066,"Michela Giraud: The Truth, I Swear!",stage vinil rome rigor stand alon front audienc michela giraud tell truth strong selfdeprec point view alway distinguish,2022,60,"['comedy', 'documentation']",['IT'],5.5
1067,The Last Kids on Earth: Happy Apocalypse to You,help jack monsterbattl friend make choic stay aliv  fun  interact last kid earth adventur,2021,91,['fantasy'],['CA'],
1068,Plastic Island,gede robi vocalist navicula tiza mafira lawyer jakarta  prigi arisandi biologist  river guard east java trace plastic wast whose track infiltr food chain  impact human health,2021,102,['documentation'],['ID'],8.0
1069,Story of Dinda: Second Chance of Happiness,dinda want happi often realiti match expect meet someon make realiz good love alway full wound sens calm restrain matur excess still give freedom everi childish natur,2021,59,"['romance', 'drama']",['ID'],5.6
1070,Carolin Kebekus: The Last Christmas Special,one biggest comedian germani carolin kebekus mix festiv nostalgia social commentari signatur edgi wit poke fun challeng wonder time year,2021,66,['comedy'],[],4.7
1071,The Misadventures of Hedi and Cokeman,pari two dysfunct dealer use famili tie tri boost small drug busi crass comedi base webseri,2021,99,"['action', 'crime', 'comedy']",['FR'],4.4
1072,Still Out of My League,break dreamboat marta find love artist life throw twist mix ail woman friend,2021,113,"['romance', 'comedy', 'drama']",['IT'],5.5
1073,Cem Yılmaz: Diamond Elite Platinum Plus,irrever heartfelt standup show turkish comedian cem yılmaz share stori childhood social media turk holiday abroad,2021,94,['comedy'],['TR'],6.6
1074,The Crime,adel ahm ezz middleag man rais strict grandfath deepli inspir set  met first love nadia menna shalabi later becam wife mother son chain event lead adel commit mani crime investig amgad al husseini mage el kedwani later movi seri surpris reveal,2022,126,['drama'],['EG'],
1075,Love or Money,explor tens relationship success romanc,2021,116,['romance'],['PH'],
1076,Sardar Ka Grandson,devot grandson mission reunit ail grandmoth ancestr home turn complic comic crossbord affair,2021,140,"['comedy', 'drama', 'romance']",['IN'],4.2
1077,Sarbath,arivu travel attend brother wed discov cancel howev troubl ensu fall woman turn one engag brother,2021,112,"['romance', 'drama', 'comedy']",['IN'],5.6
1078,Dolly Parton: A MusiCares Tribute,starstud even music memori communiti icon perform honor dolli parton musicar person year,2021,55,"['music', 'documentation']",['US'],6.6
1079,Tony Parker: The Final Shot,background career toni parker whose determin led becom arguabl greatest french basketbal player,2021,98,"['documentation', 'sport']",['FR'],6.8
1080,Sisters on Track,three track star sister face obstacl life competit pursu junior olymp dream extraordinari come age journey,2021,96,"['documentation', 'sport']",['US'],5.8
1081,Shyam Singha Roy,young filmmak soup right he find foot film industri set find answer turn it past,2021,155,"['drama', 'romance', 'thriller', 'horror']",['IN'],7.7
1082,Blue Dream: The Road to Wembley,docufilm trace victori ride mancini azzurri debut match final england troup live azzurri month bring spectat live player member staff train session match travel celebr adventur told voic protagonist confid dream joy pain hope camera blue dream road wembley complet project start year ago togeth figc tell nation team approach european championship  episod air day immedi preced european championship bring new televis languag docuseri one import time slot first generalist network blue dream road wembley project new format develop depart,2021,61,"['documentation', 'sport']",['IT'],7.1
1083,Private Network: Who Killed Manuel Buendía?,account life work famous mexican journalist manuel buendía  seek unravel murder link mexican polit drug traffick,2021,100,"['history', 'documentation', 'crime']",['MX'],6.8
1084,Mo Gilligan: There's Mo to Life,mo gilligan break day broke teenag work retail relationship dynam annoy talk show produc special,2022,65,['comedy'],[],5.8
1085,Johnny Test's Ultimate Meatloaf Quest,join johnni dukey epic interact quest find perfect meatloaf  save eat dad gross garbag loaf dinner,2021,20,"['animation', 'family']",['US'],7.1
1086,Have You Ever Seen Fireflies?,rebelli irrever wunderkind gülseren navig loneli love loss current polit turmoil social chang,2021,113,"['drama', 'comedy']",['TR'],6.1
1087,Mo Amer: Mohammed in Texas,hometown houston mo amer take pandem panic disappoint bradley cooper hummus appropri subtl art curs arab,2021,64,['comedy'],['US'],6.5
